"bund_nr","team","datum","status","re_form","re_lage","neigung","exposition","anmerkung"
30560,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30561,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30562,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30563,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30564,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30565,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30566,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30567,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30568,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30569,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30570,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30571,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30572,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30573,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30574,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30575,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30576,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30577,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
30578,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
51025,"-9",1970-01-01,40,"-9","-9",-9,"-9",NA
80888,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
100035,"-9",1970-01-01,40,"-9","-9",-9,"-9",NA
100100,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100101,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100102,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100103,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100104,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100105,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100106,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100107,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100108,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100109,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100110,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100111,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100112,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100113,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100114,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100115,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100116,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100117,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100118,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100119,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100120,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100121,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100122,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100123,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100124,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
100125,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
130005,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
130007,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
130018,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
130038,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
130045,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
130065,"-9",1970-01-01,50,"-9","-9",-9,"-9",NA
140317,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
160099,"-9",1970-01-01,-9,"-9","-9",-9,"-9",NA
120090,"Hoelzer;Hoevelmann;Bielefeldt",2006-07-05,0,"ts","z",0,"fla",NA
90001,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90100,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90002,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90101,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
30034,"DammannHölzerHövelmann",2007-09-20,0,"hh","o",15,"nw","-"
30033,"DammannHölzerHövelmann",2007-09-14,0,"hh","o",27,"nw","-"
10001,"Landesinventurleiter SH+HH",2007-03-12,0,"th","m",1,"sw","BZE-II-Mittelpunkt (Profilmitte) ist vom WZE-Mittelpunkt in Richtung 353 gon 2,00 m verschoben, wegen Befahrung und Rückespuren."
10002,"Landesinventurleiter SH+HH",2007-05-23,0,"ts","t",0,"fla",NA
10003,"Landesinventurleiter SH+HH",2006-12-18,0,"hf","u",2,"s","BZE-SMP ist 23,0 m in Richtung 260 g verlegt (auch bei der BZE I), weil soll-SMP sich an einem Waldweg befindet."
10004,"Landesinventurleiter SH+HH",2007-03-14,0,"hf","k",2,"s",NA
10005,"Landesinventurleiter SH+HH",2007-10-24,0,"tsf","z",0,"fla","BZE-II-Profilmitte ist vom jetzigen WZE-Ist-Mittelpunkt in Richtung 15 g 51,0 m entfernt. BZE-II-Profilmitte ist vom damaligen (1990) WZE-Ist-Mittelpunkt in Richtung 173 g 25,0 m entfernt. Damalige WZE-Ist-Mittelpunkt war fehlerhaft und wurde deshalb verl"
10006,"Landesinventurleiter SH+HH",2007-03-19,0,"hh","o",2,"nw","BZE-II-Mittelpunkt (Profilmitte) ist vom WZE-Mittelpunkt in Richtung 55 gon 25,00 m verschoben, wegen Nähe einer ehem. Kieskuhle und Nähe der Straße im SE."
80169,"Buberl, H./Marks, U. /Niederberger, R.",2007-08-01,0,"-1","-9",7,"o",NA
10007,"Landesinventurleiter SH+HH",2007-04-10,0,"ts","z",1,"sw","Abgeschoben noch vor der BZE I, vor der Bestandesbegründung! Tlw. auch Streifen gepflügt.

BZE II-Profilmitte ist vom WZE-Mittelpunkt in Richtung 40 g , 5,20 m entfernt."
10008,"Landesinventurleiter SH+HH",2006-12-04,0,"ts","z",0,"fla","Stark frequentierter Erholungswald mit vielen auslaufenden Hunden, BZE-Punkt befindet sich unmittelbar an einer mehrfach Wegegabelung."
10009,"Landesinventurleiter SH+HH",1970-01-01,24,"-2","-9",-2,"-2",NA
10010,"Landesinventurleiter SH+HH",2007-03-20,0,"hf","u",1,"so","BZE-II-Mittelpunkt ist vom WZE-Mittelpunkt in Richtung 255g, 20,0 m wegen Wanderweg und Waldrand verschoben."
10011,"Landesinventurleiter SH+HH",2006-09-20,0,"ts","z",0,"fla",NA
10012,"Landesinventurleiter SH+HH",2006-09-04,0,"ts","z",0,"fla",NA
10013,"Landesinventurleiter SH+HH",2006-10-04,0,"ts","z",0,"fla",NA
10014,"Landesinventurleiter SH+HH",2006-10-09,0,"ts","z",0,"fla",NA
10015,"Landesinventurleiter SH+HH",2007-04-18,0,"ts","z",0,"fla","Anfang der 1940er Jahre abgeschoben und abgeschobenes Material Anfang der 1950er Jahre wieder auf die Fläche zugeschoben, danach Erstaufforstung."
10016,"Landesinventurleiter SH+HH",2007-04-16,0,"ts","z",0,"fla",NA
10017,"Landesinventurleiter SH+HH",2007-04-12,0,"hf","u",2,"sw",NA
10018,"Landesinventurleiter SH+HH",2007-03-27,0,"ts","z",0,"fla",NA
10019,"Landesinventurleiter SH+HH",2007-10-10,0,"th","z",2,"no",NA
10020,"Landesinventurleiter SH+HH",2006-11-14,0,"hh","m",2,"sw",NA
10021,"Landesinventurleiter SH+HH",2007-03-29,0,"ts","z",0,"fla",NA
10022,"Landesinventurleiter SH+HH",2007-04-02,0,"ts","z",0,"fla",NA
10023,"Landesinventurleiter SH+HH",2007-04-25,0,"hf","u",2,"sw",NA
10024,"Landesinventurleiter SH+HH",2006-11-08,0,"hh","m",2,"so",NA
10025,"Landesinventurleiter SH+HH",2007-04-23,0,"-9","z",2,"no",NA
10026,"Landesinventurleiter SH+HH",2007-10-08,0,"tsm","z",0,"fla",NA
10027,"Landesinventurleiter SH+HH",2006-07-04,0,"ts","t",0,"fla","Kleiner Waldinsel in der Mitte von größeren Waldflächen, daher ist die Nachbarschaftsrichtung aus allen Himmelsrichtungen!!"
10028,"Landesinventurleiter SH+HH",2006-06-20,0,"hh","u",3,"s",NA
10029,"Landesinventurleiter SH+HH",2006-10-16,0,"ts","t",0,"fla",NA
10030,"Landesinventurleiter SH+HH",2007-05-14,0,"th","z",1,"s",NA
10031,"Landesinventurleiter SH+HH",2006-07-06,0,"ks","z",0,"fla",NA
10032,"Landesinventurleiter SH+HH",2006-10-26,0,"thm","r",1,"w",NA
10033,"Landesinventurleiter SH+HH",2007-05-15,0,"ts","z",0,"fla",NA
10034,"Landesinventurleiter SH+HH",2006-10-19,0,"-9","r",1,"sw","BZE-Profilmitte ist in Richtung 81 gon 51,50 m. verschoben! Auf der Skizze ist die Richtung richtig dargestellt, aber die Entfernung passt nicht auf die Skizze. Deshalb ist die Entfernung verkürzt dargestellt!!"
10035,"Landesinventurleiter SH+HH",2007-09-17,0,"ks","z",0,"fla","BZE-II-Profilmitte ist von der WZE-Sollmittelpunkt wegen Waldwegekreuzung in Richtung 269 gon/242,1° 36,50 m verschoben. Wegen der Weite der Entfernung ist die Entfernungsdarstellung auf der Skizze nicht ganz korrekt!"
10036,"Landesinventurleiter SH+HH",2007-09-19,0,"hf","m",5,"nw",NA
10037,"Landesinventurleiter SH+HH",2007-09-11,0,"ts","z",0,"fla",NA
10038,"Landesinventurleiter SH+HH",2007-10-01,0,"ts","z",0,"fla",NA
10039,"Landesinventurleiter SH+HH",2006-11-02,0,"kv","z",0,"fla",NA
10040,"Landesinventurleiter SH+HH",2007-09-24,0,"ts","z",0,"fla",NA
10041,"Landesinventurleiter SH+HH",1970-01-01,24,"-2","-9",-2,"-2",NA
10042,"Landesinventurleiter SH+HH",2006-10-31,0,"hh","m",2,"o",NA
10043,"Landesinventurleiter SH+HH",2006-11-29,0,"kvf","z",0,"fla",NA
10044,"-2",1970-01-01,20,"-2","-9",-2,"-2",NA
20001,"Landesinventurleiter SH+HH",2007-05-03,0,"ts","z",0,"fla","An- und Abflugschneise des Flughafens Hamburg-Fuhlsbüttel befindet sich in unmittelbare Nähe (ca. 800 m in richtung 150 g)! Sehr stark frequentierte Erholungs- und Hundeauslaufwald!

Lage des BZE I-Profils war nicht bekannt, daher wurde BZE II-Profil na"
20002,"Landesinventurleiter SH+HH",2007-05-02,0,"khr","o",5,"o","Stark frequentierter Erholungswald.

Die Satelliten 2 und 8 sind wegen Baum jeweils um 2 m. verlängert."
20003,"Landesinventurleiter SH+HH",1970-01-01,24,"-2","-9",-2,"-2",NA
20004,"Landesinventurleiter SH+HH",1970-01-01,24,"-2","-9",-2,"-2",NA
30001,"DammannHölzerHövelmann",2007-07-03,0,"hh","m",4,"so","-"
30002,"DammannHölzerHövelmann",2007-07-02,0,"ks","z",0,"fla","alter Mittelwald"
30003,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30004,"DammannHölzerHövelmann",2007-06-27,0,"hh","o",15,"no","Windwurf und Rückeschäden"
30005,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30006,"DammannHölzerHövelmann",2007-07-05,0,"ks","r",5,"s","-"
30007,"DammannHövelmann",2007-07-11,0,"hh","m",29,"so","-"
30008,"DammannHölzerHövelmann",2007-09-07,0,"kh","r",2,"o","-"
30009,"DammannHövelmann",2007-08-24,0,"hh","m",5,"s","-"
30010,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30011,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30012,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30013,"DammannHölzerHövelmann",2007-08-16,0,"hh","m",9,"n","Windwurf dadurch einzelne Auflichtungen"
30014,"DammannHölzerHövelmann",2007-09-21,0,"ks","z",0,"fla","-"
30015,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30016,"DammannHölzerHövelmann",2007-09-05,0,"kh","z",3,"o","25m nördl. Windwurffläche"
30017,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30018,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30019,"DammannHövelmann",2007-08-09,0,"hh","m",39,"s","Fi, Es, Bu, Bah. Verjüngung von Brombeere überwuchert"
30020,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30021,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30022,"DammannHövelmann",2007-08-09,0,"hh","m",12,"o","-"
30023,"DammannHölzerHövelmann",2007-08-15,0,"hh","o",24,"nw","Steilhang mit Geröll"
30024,"DammannHölzerHövelmannEvers",2007-07-04,0,"hh","f",10,"so","Graben + Wall von SSW nach NNE:  2m  westlich der Profilwand"
30025,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30026,"DammannHölzerHövelmann",2007-08-15,0,"hh","m",23,"no","-"
30027,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30028,"DammannHövelmann",2007-07-12,0,"hh","u",16,"so","-"
30029,"DammannHölzerHövelmann",2007-09-19,0,"kv","z",0,"fla","Hütte"
30030,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30031,"DammannHölzerHövelmann",2007-09-20,0,"hh","m",11,"no","Mittelpunkt ohne Pflock !?"
30032,"DammannHölzerHövelmann",2007-09-18,0,"hh","m",21,"n","Profil mehrfach gestört: Überfahren, Baumwurf. verlegt Richtung Mittelpunkt."
30035,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30036,"DammannHövelmann",2007-08-23,0,"hh","u",25,"n","-"
30037,"DammannHövelmann",2007-08-22,0,"hh","o",8,"no","Sturmwurffläche, extrem befahren. Mittelpunkt nicht mehr zu ermitteln. Restsatellit: West  (Sturmwurf) in Rudimenten."
30038,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30039,"DammannHövelmann",2007-08-08,0,"thf","t",2,"s","-"
30040,"DammannHövelmann",2007-07-19,0,"hh","m",26,"sw","-"
30041,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30042,"DammannHölzerHövelmann",2007-07-06,0,"hh","u",16,"s","-"
30043,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30044,"DammannHövelmann",2007-07-17,0,"hh","m",16,"sw","-"
30045,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30046,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30047,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30048,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30049,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30050,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30051,"DammannHölzerHövelmann",2007-09-17,0,"ts","r",7,"n","ehemalige Köhlerplatte, deutliche Holzkohlereste"
30052,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30053,"DammannHölzerHövelmann",2007-10-04,0,"hh","o",9,"n","durch Windwurfaufarbeitung stark zerfahrener Bestand."
30054,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30055,"DammannHölzerHövelmann",2007-09-17,0,"hh","o",8,"n","-"
30056,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30057,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30058,"DammannHölzerHövelmann",2007-09-10,0,"hh","o",14,"w","Steilhang oberhalb einer Fabrik. Bahngleise."
30059,"DammannHölzerHövelmann",2007-09-10,0,"hh","z",13,"o","-"
30060,"DammannHölzerHövelmann",2007-10-01,0,"hh","o",5,"s","-"
30061,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30062,"DammannHölzerHövelmann",2007-09-11,0,"hh","z",20,"so","kleine Wildwiese im NE."
30063,"DammannHölzerHövelmann",2007-09-06,0,"hh","m",18,"s","Nachbarschaft: Verkehr/Straße: 6,5m, SS."
30064,"DammannHölzerHövelmann",2007-09-11,0,"ks","z",1,"fla","-"
30065,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30066,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30067,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30068,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30069,"DammannHölzerHövelmann",2007-09-12,0,"hh","o",11,"sw","-"
30070,"DammannHölzerHövelmann",2007-10-09,0,"hh","o",4,"so","-"
30071,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30072,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30073,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30074,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30075,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30076,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30077,"DammannHölzerHövelmann",2007-09-28,0,"ks","r",2,"s","Windwurffläche. gestörter Oberboden durch Rückefahrzeuge."
30078,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30079,"DammannHölzerHövelmann",2007-10-15,0,"ks","r",4,"so","Altholz mit dichter Bu-NV."
30080,"DammannHölzerHövelmann",2007-10-15,0,"hh","z",3,"w","-"
30081,"DammannHölzerHövelmann",2007-10-11,0,"ks","r",2,"sw","-"
30082,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
90096,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
30083,"DammannHölzerHövelmann",2007-10-16,0,"ts","z",3,"sw","-"
30084,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30085,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30086,"DammannHölzerHövelmann",2007-10-05,0,"ts","r",4,"nw","-"
30087,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30088,"HeinkeleMartin",2006-12-05,0,"ksf","z",0,"fla","Nachbarschaft 13: BAB A2!"
30089,"HeinkeleMartin",2007-03-15,0,"hh","m",7,"sw","-"
30090,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30091,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30092,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30093,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30094,"HeinkeleMartin",2007-03-13,0,"tsf","z",0,"fla","-"
30095,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30096,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30097,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30098,"HeinkeleMartin",2007-03-29,0,"tsf","t",0,"fla","-"
30099,"HeinkeleMartin",2007-03-19,0,"hh","m",2,"sw","Fläche stark durch intensive Befahrung und Einschlag beeinflusst"
30100,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30101,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30102,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30103,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30104,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30105,"HeinkeleMartin",2007-03-20,0,"ksf","z",3,"sw","-"
30106,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30107,"HeinkeleMartin",2007-01-09,0,"hh","o",5,"s","-"
30108,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30109,"HeinkeleMartin",2007-01-09,0,"ksf","z",0,"fla","-"
30110,"HeinkeleMartin",2007-03-20,0,"hh","m",2,"sw","-"
30111,"HeinkeleMartin",2007-03-21,0,"hh","o",2,"w","Nachbarschaft 15 auch 100, SW und 100, WW"
30112,"HeinkeleMartin",2007-03-21,0,"hh","o",10,"nw","-"
30113,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30114,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30115,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30116,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30117,"-2",1970-01-01,20,"-2","-9",-2,"-2","24.11.2006 P. He: Koordinaten IstRE4, IstHO4, IstRE und IstHO gelöscht"
30118,"HeinkeleMartin",2007-01-10,0,"ksf","z",0,"fla","-"
